OBJECTID,RTE_NM,RTE_PRFX,RTE_NBR,RDBD_TYPE,BEGIN_DFO,END_DFO,MEMORIAL_H,ASSET_CMNT,ASSET_NM,DES_TYPE,SYSTEM,Shape__Length,county
392,SH0037-KG,SH,37,KG,53.25,69.504,Tom Ramsay Highway,STATE 225.067,Memorial Highway,State,On,31374.5613116015,Franklin
393,SH0044-KG,SH,44,KG,92.29,121.631,Cesar Chavez Memorial HIghway,STATE 225.043,Memorial Highway,State,On,53383.2142097593,Nueces
394,SH0044-KG,SH,44,KG,122.083,133.606,Cesar Chavez Memorial HIghway,STATE 225.043,Memorial Highway,State,On,20956.4995449022,Nueces
395,US0083-KG,US,83,KG,317.179,317.778,Sam Waldrop Highway Interchange,STATE 225.042,Memorial Highway,State,On,1147.25744844672,Webb
396,SL0322-KG,SL,322,KG,6.538,7.171,Sam Waldrop Highway Interchange,STATE 225.042,Memorial Highway,State,On,1208.7282023368,Taylor
397,FM1931-KG,FM,1931,KG,0.0,2.273,Flournoy Road,STATE 225.041,Memorial Highway,State,On,4153.06008876803,Jim Wells
398,SH0289-KG,SH,289,KG,0.0,70.656,Preston Trail Highway,STATE 225.0402,Memorial Highway,State,On,136809.680267825,Grayson
399,IH0020-KG,IH,20,KG,136.048,138.22,Port to Plains Highway,STATE 225.069,Memorial Highway,State,On,4123.46462259637,Howard
400,US0290-KG,US,290,KG,125.101,162.69,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,70217.6378568337,Gillespie
401,US0190-KG,US,190,KG,404.582,405.375,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,1493.01231343427,Milam
402,US0190-KG,US,190,KG,405.585,405.917,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,625.853021372646,Milam
403,US0190-KG,US,190,KG,407.727,429.291,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,40544.7081809585,Milam
404,IH0345-KG,IH,345,KG,0.0,1.427,Russell H. Perry Memorial Highway,STATE 225.065,Memorial Highway,State,On,2743.10336149459,Dallas
405,US0190-KG,US,190,KG,392.825,402.082,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,17399.7345818265,Milam
406,US0190-KG,US,190,KG,406.853,406.972,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,224.182644819204,Milam
407,US0190-KG,US,190,KG,402.34,402.521,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,340.480383174789,Milam
408,SH0158-KG,SH,158,KG,43.948,106.566,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,118865.015396114,Glasscock
409,US0190-KG,US,190,KG,404.11,404.273,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,306.602771735563,Milam
410,US0290-KG,US,290,KG,77.136,109.962,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,61237.6682906288,Gillespie
411,US0290-KG,US,290,KG,110.12,117.196,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,13202.5390904374,Gillespie
412,SH0037-KG,SH,37,KG,39.701,52.986,Tom Ramsay Highway,STATE 225.067,Memorial Highway,State,On,25697.6389815098,Franklin
413,US0290-KG,US,290,KG,0.061,39.936,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,74424.204126191,Gillespie
414,US0290-KG,US,290,KG,41.85,71.647,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,55610.341556568,Gillespie
415,SH0021-KG,SH,21,KG,300.592,313.036,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,23530.6011771561,Nacogdoches
416,SH0021-KG,SH,21,KG,153.179,188.059,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,65820.52205825,Nacogdoches
417,SH0021-KG,SH,21,KG,106.38,116.283,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,18567.0862288968,Nacogdoches
418,SH0103-KG,SH,103,KG,15.546,65.71,El Camino East/West Corridor,STATE 225.0401,Memorial Highway,State,On,94704.4658322995,Angelina
419,FM2065-KG,FM,2065,KG,0.0,1.358,"Staff Sergeant Herbert S. Robertson, Jr.",STATE 225.063,Memorial Highway,State,On,2626.70234616545,Cass
420,SS0366-KG,SS,366,KG,0.181,0.484,Margaret Hunt Hill Bridge,STATE 225.064,Memorial Highway,State,On,580.849786408829,Dallas
421,FM2004-KG,FM,2004,KG,0.0,46.855,Jason Oliff Memorial Highway,STATE 225.068,Memorial Highway,State,On,86674.1735654575,Brazoria
422,US0290-KG,US,290,KG,98.416,104.449,Lieutenant Clay Crabb Memorial Highway,STATE 225.102,Memorial Highway,State,On,11257.8612595349,Gillespie
423,US0287-KG,US,287,KG,458.735,468.43,Chris Kyle Memorial Highway,STATE 225.102,Memorial Highway,State,On,18543.1071510711,Ellis
424,SL0223-KG,SL,223,KG,0.0,1.157,Captain Jesse Billingsley Memorial Loop,STATE 225.102,Memorial Highway,State,On,2164.02417463713,Bastrop
425,SH0191-KG,SH,191,KG,8.908,17.682,Sergeant Michael Naylor Memorial Highway,STATE 225.102,Memorial Highway,State,On,16692.112256031,Midland
426,BU0087M-KG,BU,87,KG,1.128,5.438,William B Crooker Memorial Highway,STATE 225.102,Memorial Highway,State,On,8244.1458169836,Howard
427,RE0255-KG,RE,255,KG,17.576,30.17,Sam Rayburn Parkway,STATE 225.101,Memorial Highway,State,On,23710.2353519899,Jasper
428,SH0358-KG,SH,358,KG,0.0,5.948,Peace Officers Memorial Highway,STATE 225.100,Memorial Highway,State,On,10855.0858291951,Nueces
429,IH0035-KG,IH,35,KG,207.22,212.478,Trooper Randy Vetter Memorial Highway,STATE 225.099,Memorial Highway,State,On,9817.76502465254,Bexar
430,US0083-KG,US,83,KG,804.186,808.692,Trooper Eduardo Chavez Memorial Highway,STATE 225.098,Memorial Highway,State,On,8083.52624667934,Webb
431,FM2348-KG,FM,2348,KG,3.102,11.559,Trooper Bobby Steve Booth Memorial Highway,STATE 225.097 - Should be between US67 and SH49,Memorial Highway,State,On,16308.6303598222,Titus
432,US0287-KG,US,287,KG,0.0,13.824,Trooper Bobby Steve Booth Memorial Highway,STATE 225.096,Memorial Highway,State,On,27640.3129286196,Ellis
433,US0175-KG,US,175,KG,17.805,52.949,Veterans Memorial Highway,STATE 225.095,Memorial Highway,State,On,67269.5016032107,Kaufman
434,IH0010-KG,IH,10,KG,22.491,33.89,Officer Angel David Garcia Memorial Highway,STATE 225.094,Memorial Highway,State,On,21632.8849032575,Hudspeth
435,US0080-KG,US,80,KG,94.915,104.693,Sergeant Travis E Watkins Memorial Highway,STATE 225.093,Memorial Highway,State,On,18696.6234603653,Harrison
436,US0281-KG,US,281,KG,489.009,490.661,Lt General Marc Cisneros Highway,STATE 225.092,Memorial Highway,State,On,3006.99545245617,Jim Wells
437,US0075-KG,US,75,KG,43.955,70.132,Sam Johnson Highway,STATE 225.091,Memorial Highway,State,On,50482.049126958,Collin
438,US0271-KG,US,271,KG,0.0,13.42,Sergeant Jay M. Hoskins Memorial Highway,STATE 225.090,Memorial Highway,State,On,26099.8740078733,Lamar
439,US0183-KG,US,183,KG,328.474,338.264,Cpl. Jason K. LaFleur Memorial Highway,STATE 225.089,Memorial Highway,State,On,18333.9603844139,Travis
440,US0183-KG,US,183,KG,349.947,355.008,Cpl. Jason K. LaFleur Memorial Highway,STATE 225.089,Memorial Highway,State,On,9447.89182741428,Travis
441,SS0482-KG,SS,482,KG,0.246,0.716,Irving Diamond Interchange,STATE 225.088,Memorial Highway,State,On,902.719896916125,Dallas
442,SL0012-KG,SL,12,KG,14.527,15.758,Irving Diamond Interchange,STATE 225.088,Memorial Highway,State,On,2369.18365651705,Dallas
443,SH0183-KG,SH,183,KG,39.347,40.51,Irving Diamond Interchange,STATE 225.088,Memorial Highway,State,On,2229.69997235871,Dallas
444,SH0114-KG,SH,114,KG,390.829,391.843,Irving Diamond Interchange,STATE 225.088,Memorial Highway,State,On,1951.07377230582,Wise
445,FM0907-KG,FM,907,KG,6.284,16.971,Rudy Villarreal Road,STATE 225.087,Memorial Highway,State,On,19221.1337885329,Hidalgo
446,US0080-KG,US,80,KG,5.219,9.728,Blue Star Memorial Highways,STATE 225.086,Memorial Highway,State,On,8640.19918211251,Harrison
447,SL0150-KG,SL,150,KG,0.376,0.608,"Chief Petty Officer Stephen """"Matt"""" Mills Bridge",STATE 225.085,Memorial Highway,State,On,432.466499947546,Bastrop
448,SL0499-KG,SL,499,KG,5.374,7.844,Colonel Bill Card Boulevard,STATE 225.084,Memorial Highway,State,On,4437.75618473903,Cameron
449,IH0010-KG,IH,10,KG,521.001,534.029,Trooper Kurt David Knapp Memorial Highway,STATE 225.083,Memorial Highway,State,On,24289.7755798898,Hudspeth
450,US0081-KG,US,81,KG,0.0,21.908,Corporal David Slaton Memorial Highway,STATE 225.082,Memorial Highway,State,On,42586.927483397,Montague
451,SH0243-KG,SH,243,KG,27.107,28.413,Veterans Memorial Parkway,STATE 225.082,Memorial Highway,State,On,2498.05335706347,Van Zandt
452,US0059-KG,US,59,KG,47.208,62.925,Trooper Scott Burns Memorial Highway,STATE 225.081,Memorial Highway,State,On,30285.4923420603,Webb
453,US0259-KG,US,259,KG,62.283,62.342,Trooper Todd Dylan Holmes Memorial Overpass,STATE 225.080,Memorial Highway,State,On,113.574046855366,Nacogdoches
454,IH0030-KG,IH,30,KG,89.767,98.592,"Martin Luther King, Jr. Freeway",STATE 225.079,Memorial Highway,State,On,16998.1755082881,Tarrant
455,SH0158-KG,SH,158,KG,174.09,179.59,Army Specialist William Justin Byler MH,STATE 225.078,Memorial Highway,State,On,10444.0112219245,Glasscock
456,FM1015-KG,FM,1015,KG,23.168,30.143,Bill Summers International Boulevard,STATE 225.077,Memorial Highway,State,On,12538.1041461002,Hidalgo
457,SH0286-KG,SH,286,KG,0.0,6.225,Dr. Hector P. Garcia Memorial Highway,STATE 225.076,Memorial Highway,State,On,11365.3906773342,Nueces
458,US0090-KG,US,90,KG,182.704,229.312,Honorable Stillman Dudley Harrison Highway,STATE 225.075,Memorial Highway,State,On,86812.9302582872,Terrell
459,SS0330-KG,SS,330,KG,0.0,5.917,Veterans Memorial Highway,STATE 225.0741,Memorial Highway,State,On,11004.9241595234,Harris
460,SL0534-KG,SL,534,KG,0.0,4.956,Veterans Highway,STATE 225.074,Memorial Highway,State,On,9258.96809315481,Kerr
461,SH0130-KG,SH,130,KG,0.0,86.231,Pickle Parkway,STATE 225.073,Memorial Highway,State,On,161255.336399906,Travis
462,SS0239-KG,SS,239,KG,0.0,2.166,"Sergio Gonzalez, Jr., Alfredo Gutierrez, Jr., M.D.",STATE 225.071,Memorial Highway,State,On,4012.94595506241,Val Verde
463,FM1301-KG,FM,1301,KG,0.0,15.856,Master Sergeant Mike C Pena Memorial Highway,STATE 225.103,Memorial Highway,State,On,29339.3339165742,Wharton
464,IH0030-KG,IH,30,KG,44.42,44.771,Margaret McDermott Bridge,STATE 225.070,Memorial Highway,State,On,672.425452701985,Tarrant
465,US0083-KG,US,83,KG,607.354,669.726,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,114382.977757344,Webb
466,US0277-KG,US,277,KG,393.789,448.651,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,101433.16233346,Val Verde
467,US0087-KG,US,87,KG,358.662,359.401,William B Crooker Memorial Highway,STATE 225.102,Memorial Highway,State,On,1411.82920750709,Tom Green
468,US0277-KG,US,277,KG,282.266,388.509,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,198801.565051155,Val Verde
469,US0277-KG,US,277,KG,242.342,281.742,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,74486.728299418,Val Verde
470,US0277-KG,US,277,KG,449.378,490.695,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,75860.262942386,Val Verde
471,US0287-KG,US,287,KG,0.0,47.972,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,95748.6578583436,Ellis
472,US0087-KG,US,87,KG,247.851,347.975,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,192668.73649079,Tom Green
473,US0087-KG,US,87,KG,359.671,445.144,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,162370.833689028,Tom Green
474,US0087-KG,US,87,KG,358.662,359.664,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,1913.8566464392,Tom Green
475,US0087-KG,US,87,KG,75.475,122.302,Ports-to-Plains Corridor,STATE 225.069,Memorial Highway,State,On,92771.3694195975,Tom Green
476,SH0087-KG,SH,87,KG,254.849,256.469,George Sealy Memorial Drive, ,Memorial Highway,Other,On,3007.85398264679,Galveston
477,IH0010-KG,IH,10,KG,534.113,543.86,PFC Milton A Lee Medal of Honor Memorial Highway,STATE H. R. 2559,Memorial Highway,State,On,18153.2112059584,Hudspeth
478,SH0173-KG,SH,173,KG,24.467,97.591,173D Airborne Brigade Memorial Highway,STATE 225.274,Memorial Highway,State,On,135438.240527869,Medina
479,SH0289-KG,SH,289,KG,68.644,70.656,Harold C Simmons Memorial Hightway,STATE 225.125,Memorial Highway,State,On,3875.54586264109,Grayson
480,US0271-KG,US,271,KG,70.614,82.956,Veterans Memorial Highway,STATE 225.123,Memorial Highway,State,On,23798.1712568437,Lamar
481,US0287-KG,US,287,KG,123.824,125.816,Charles H Roan Memorial Highway,STATE 225.123,Memorial Highway,State,On,3919.11013684355,Ellis
482,US0287-KG,US,287,KG,125.798,153.761,Colonel Charles Goodnight Memorial Highway,STATE 225.123,Memorial Highway,State,On,54956.3978563611,Ellis
483,US0059-KG,US,59,KG,408.394,410.409,State Trooper Bill Davidson Memorial Hwy,STATE 225.123,Memorial Highway,State,On,3711.20104757831,Webb
484,UA0090-KG,UA,90,KG,111.341,123.573,Johnnie David Hutchins Memorial Highway,STATE 225.123,Memorial Highway,State,On,22654.4118320324,Wharton
485,SH0352-KG,SH,352,KG,7.967,12.678,Staff Sergeant Jeremie S Border Memorial Hwy,STATE 225.123,Memorial Highway,State,On,9030.25433758805,Dallas
486,SH0360-KG,SH,360,KG,23.492,27.956,Senator Chris Harris Memorial Highway,STATE 225.123,Memorial Highway,State,On,8568.54901409564,Tarrant
487,SH0360-KG,SH,360,KG,19.035,23.479,Rosa Parks Memorial Parkway,STATE 225.123,Memorial Highway,State,On,8535.11688537422,Tarrant
488,SH0006-KG,SH,6,KG,173.188,173.415,Bedford-Carmichael Bridge,STATE 225.123,Memorial Highway,State,On,435.114816897543,Eastland
489,SH0123-KG,SH,123,KG,0.0,34.981,Texas Game Warden Teyran Patterson,STATE 225.123,Memorial Highway,State,On,65125.6194279909,Guadalupe
490,SH0031-KG,SH,31,KG,137.597,144.739,Jack Ward Memorial Highway,STATE 225.123,Memorial Highway,State,On,13630.1570164413,Gregg
491,IH0020-KG,IH,20,KG,79.489,81.542,Trooper Billy Jack Zachary Memorial Hwy,STATE 225.123,Memorial Highway,State,On,3886.51940767012,Howard
492,IH0035W-KG,IH,35,KG,35.314,50.642,Deputy Clifton Taylor Memorial Hwy,STATE 225.123,Memorial Highway,State,On,29454.5612093311,Tarrant
493,IH0045-KG,IH,45,KG,150.642,167.973,Sergeant Wade Daniel Wilson Memorial Hwy,STATE 225.123,Memorial Highway,State,On,32791.3840999498,Leon
494,FM0518-KG,FM,518,KG,0.0,10.632,Officer Endy Ekpanya Memorial Highway,STATE 225.123,Memorial Highway,State,On,19696.4467185094,Brazoria
495,SH0021-KG,SH,21,KG,254.508,269.049,Bob Luman Memorial Highway,STATE 225.111,Memorial Highway,State,On,27518.8355428862,Nacogdoches
496,SL0567-KG,SL,567,KG,0.0,6.426,Game Warden Michael C Pauling Memorial Highway,STATE 225.107,Memorial Highway,State,On,12302.2629868638,Hood
497,SS0063-KG,SS,63,KG,0.0,3.912,Texas Ranger Glenn Elliott Memorial Highway,STATE 225.106,Memorial Highway,State,On,7506.34218647887,Gregg
498,SH0016-KG,SH,16,KG,32.222,42.355,Joseph Marshall Evans Memorial Highway,STATE 225.106,Memorial Highway,State,On,19490.6546215628,Duval
499,SH0207-KG,SH,207,KG,123.558,136.046,William Hamblen Memorial Highway,STATE 225.106,Memorial Highway,State,On,24538.3638165048,Armstrong
500,SH0154-KG,SH,154,KG,24.206,34.786,Sgt Tanner Stone Higgins Memorial Highway,STATE 225.106,Memorial Highway,State,On,20410.3821600457,Hopkins
501,SH0151-KG,SH,151,KG,1.849,1.868,Specialist Dane Balcon Memorial Bridge,STATE 225.105,Memorial Highway,State,On,35.30587213696,Bexar
502,FM0624-KG,FM,624,KG,35.353,49.324,Game Warden James E Daughtrey Memorial Highway,STATE 225.105,Memorial Highway,State,On,25525.0406179089,McMullen
503,FM1293-KG,FM,1293,KG,0.0,20.43,Game Warden Wesley W Wagstaff Memorial Highway,STATE 225.105,Memorial Highway,State,On,38189.4414308535,Hardin
504,FM0685-KG,FM,685,KG,5.599,7.958,Deputy Jessica Hollis Memorial Highway,STATE 225.104,Memorial Highway,State,On,4426.92054349609,Travis
505,IH0030-KG,IH,30,KG,64.08,79.177,Congressman Ralph Hall Highway,STATE 225.103,Memorial Highway,State,On,28998.9894414177,Tarrant
506,IH0045-KG,IH,45,KG,2.379,4.417,George and Cynthia Mitchell Memorial Causeway,STATE 225.103,Memorial Highway,State,On,3769.93355118006,Leon
507,IH0037-KG,IH,37,KG,102.104,115.02,Trooper Terry Wayne Miller Memorial Highway,STATE 225.103,Memorial Highway,State,On,23877.3544863789,Atascosa
508,FM0423-KG,FM,423,KG,0.0,10.733,US Army Sergeant Enrique Mondragon,STATE 225.103,Memorial Highway,State,On,,Unknown
